0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0022,0.0000,0.0005,0.0000,0.0000
0.2627,0.0005,0.2395,0.0005,0.0002
0.8940,0.0005,0.4539,0.2410,0.2390
0.8608,0.0005,0.5984,0.8674,0.7529
0.0029,0.0056,0.8945,0.8840,0.4165
0.0020,0.0107,0.8979,0.8813,0.3503
0.0012,0.0098,0.8933,0.8865,0.2136
0.9976,0.0105,0.2849,0.8953,0.4524
0.0271,0.3147,0.7498,0.8945,0.1318
0.0251,0.3750,0.7498,0.8987,0.0603
0.0129,0.3877,0.7383,0.8909,0.0625
0.0090,0.3887,0.7412,0.8962,0.1216
0.0027,0.4531,0.6807,0.8926,0.2341
0.0024,0.4482,0.6780,0.8892,0.2771
0.0015,0.4382,0.6780,0.9019,0.3184
0.0015,0.4399,0.6648,0.8958,0.3433
0.0012,0.4529,0.6729,0.9060,0.3335
0.0020,0.4546,0.6909,0.8960,0.3511
0.0022,0.4421,0.6641,0.8933,0.3560
