0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0002,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000
0.0007,0.0012,0.0005,0.0012,0.0010,0.0005,0.0012,0.0012,0.0007,0.0005,0.0020,0.0017,0.0010,0.0007,0.0000,0.0007
0.2388,0.2466,0.2554,0.2537,0.2510,0.2588,0.2524,0.2463,0.2415,0.2578,0.2610,0.2542,0.2502,0.2615,0.2390,0.2634
0.9082,0.9087,0.9133,0.9048,0.8999,0.9160,0.7048,0.6863,0.8918,0.7886,0.7749,0.8479,0.8853,0.9160,0.8870,0.8887
0.9238,0.9255,0.9343,0.9185,0.9006,0.9387,0.7195,0.7029,0.8906,0.8010,0.7996,0.8572,0.8999,0.9377,0.9077,0.8948
0.9731,0.9766,0.9888,0.9746,0.9619,0.9614,0.8320,0.8027,0.9199,0.8594,0.8452,0.8379,0.9043,0.9512,0.9492,0.9661
0.8267,0.8433,0.8682,0.8706,0.8264,0.7944,0.7849,0.7383,0.7727,0.7617,0.7263,0.6521,0.7644,0.7595,0.8035,0.8557
